Q1A	Q1I	Q1E	Q2A	Q2I	Q2E	Q3A	Q3I	Q3E	Q4A	Q4I	Q4E	Q5A	Q5I	Q5E	Q6A	Q6I	Q6E	Q7A	Q7I	Q7E	Q8A	Q8I	Q8E	Q9A	Q9I	Q9E	Q10A	Q10I	Q10E	Q11A	Q11I	Q11E	Q12A	Q12I	Q12E	Q13A	Q13I	Q13E	Q14A	Q14I	Q14E	Q15A	Q15I	Q15E	Q16A	Q16I	Q16E	Q17A	Q17I	Q17E	Q18A	Q18I	Q18E	Q19A	Q19I	Q19E	country	introelapse	testelapse	surveyelapse	TIPI1	TIPI2	TIPI3	TIPI4	TIPI5	TIPI6	TIPI7	TIPI8	TIPI9	TIPI10	VCL1	VCL2	VCL3	VCL4	VCL5	VCL6	VCL7	VCL8	VCL9	VCL10	VCL11	VCL12	VCL13	VCL14	VCL15	VCL16	education	urban	gender	engnat	age	screenw	screenh	hand	religion	orientation	race	voted	married	familysize	major
4	18	6230	2	4	9352	4	1	14893	4	12	15302	2	17	4687	2	7	3748	4	3	7187	4	15	4604	4	10	5610	5	16	5826	2	14	4596	2	8	7652	1	6	4394	3	11	4410	3	5	6139	4	13	8186	4	19	4476	4	2	6007	2	9	6958	ID	92	131	83	4	5	5	3	5	5	5	5	5	5	1	1	0	1	1	0	0	0	0	1	0	0	0	1	1	1	2	2	1	2	21	1280	720	1	6	1	11	1	1	3	Civil Engineering
3	8	6457	2	5	4906	2	16	5619	4	15	5845	3	14	3450	1	2	3266	4	4	5115	4	19	4053	4	11	4346	2	3	5822	2	12	6165	2	7	4890	4	17	2931	3	6	4912	2	13	5208	3	18	5130	1	9	4899	4	10	3079	2	1	5028	GB	6	92	92	1	5	7	6	6	6	4	5	2	2	1	1	0	1	1	0	0	1	0	1	0	1	1	1	1	1	1	2	2	1	16	360	780	1	2	4	16	2	1	2	
5	1	5721	4	3	7323	5	6	4844	5	16	6931	5	4	4192	5	2	10108	3	13	5378	5	18	5984	1	9	4625	5	8	3402	5	17	2598	5	7	3021	1	19	4257	2	11	4468	1	5	4271	5	12	5393	5	14	5051	5	10	2413	5	15	3196	SE	64	94	172	5	0	7	6	6	7	4	5	7	1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	1	1	3	3	1	2	22	412	892	2	2	1	16	1	1	2	aerospace engineering
4	10	4566	1	7	4337	4	18	4393	4	13	9540	5	14	6083	1	1	3405	1	2	6453	2	15	3967	4	6	3149	4	3	16127	1	4	2500	4	8	3063	4	19	2374	1	17	4537	5	12	8004	3	5	3639	2	9	3014	4	11	3799	1	16	2242	US	2	99	97	6	3	5	6	5	2	6	5	4	2	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	0	3	2	1	43	768	1024	1	12	2	15	1	2	2	History 
2	10	6288	2	16	5002	5	6	6916	5	15	13082	4	1	8825	4	14	4929	5	8	6701	4	2	9495	3	11	4537	5	18	11815	2	5	6699	5	19	6928	1	13	11031	5	9	3209	3	4	9165	4	12	11850	5	7	5025	2	3	5019	4	17	6257	US	17	143	129	7	4	5	1	7	1	4	7	3	1	1	0	0	1	1	0	0	0	0	1	0	0	0	1	1	1	1	0	1	1	13	360	640	1	7	1	16	2	1	3	
1	7	5043	1	12	3046	2	11	5664	3	10	6384	4	16	4717	1	14	2788	4	2	5867	4	3	7487	5	6	5324	4	1	6376	1	13	5678	4	15	4635	5	4	2695	1	19	3227	5	17	7335	4	18	6098	4	9	3452	4	8	4156	1	5	4834	US	2	95	143	3	2	5	6	7	5	6	5	2	2	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	3	2	2	1	22	412	846	1	1	2	16	2	1	2	English
4	10	8639	1	6	10524	5	8	7035	4	12	952	2	18	7790	5	14	4060	5	11	5871	5	13	6574	5	5	7732	5	19	10340	4	4	10186	5	15	7918	3	9	910	2	17	2182	2	2	7567	5	7	6633	5	16	6099	2	1	8434	4	3	11807	NONE	344	189	187	6	6	7	5	4	5	7	1	3	4	1	1	1	1	1	0	0	0	0	1	0	0	0	1	1	1	2	3	2	2	17	800	1280	1	8	1	11	2	1	1	
4	10	4717	5	9	3480	5	11	3842	5	5	3426	2	14	4890	4	13	4203	4	1	12658	5	19	3593	4	17	3788	5	3	3345	4	16	5088	5	2	7382	2	6	4738	5	18	2540	2	12	4866	3	7	5316	4	4	4409	5	8	2998	5	15	2664	US	15	88	121	3	6	6	7	2	7	2	1	5	6	1	1	1	1	1	0	0	0	0	1	0	1	1	1	1	1	3	2	1	1	23	360	740	1	4	1	16	1	1	2	Electronic Engineering Technology
5	17	3698	4	13	7415	5	8	3947	5	9	4632	5	16	3000	5	4	1716	5	1	6106	4	6	37953	2	11	38953	5	12	7733	5	5	28917	5	7	6668	1	10	1170	5	2	17611	2	15	10551	5	3	12748	5	18	5604	5	14	4368	5	19	2929	CA	113	232	198	6	5	6	2	5	1	5	3	5	3	1	1	0	1	1	1	1	1	0	1	0	0	1	1	1	1	3	3	1	1	28	375	667	2	6	1	16	1	2	2	Theology
2	6	5248	1	13	3972	4	5	9099	3	11	8374	3	14	6335	2	9	4182	5	2	6182	1	12	4522	5	16	2124	2	8	6018	5	7	6634	3	4	6683	4	17	3674	5	18	4013	5	15	3404	3	3	4863	4	10	7148	4	19	3146	4	1	6618	US	60479	110	384	2	3	6	5	6	7	5	4	5	6	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	2	2	2	1	31	1920	1080	1	1	1	16	1	1	1	
4	9	3944	2	8	6535	4	15	5404	4	10	12339	5	3	4077	2	16	3735	4	19	7494	5	11	3468	4	18	4046	4	14	10082	5	13	4305	2	12	4918	1	7	6710	4	4	5194	5	2	6883	4	5	5495	4	17	3144	1	6	6623	4	1	11831	US	14	116	88	2	5	5	3	5	7	6	5	6	1	1	1	1	1	1	0	0	0	0	1	1	0	1	1	1	1	3	2	1	1	42	1440	900	1	1	1	16	1	1	3	English
1	1	4420	1	5	4203	1	6	6813	5	18	7566	1	17	3559	1	7	5399	4	13	7303	4	4	5220	5	10	2609	4	2	10551	1	8	5953	1	9	6145	3	15	7501	1	3	3882	5	16	2648	2	19	6273	3	14	9006	1	12	5182	1	11	7110	US	1322	112	144	2	2	2	5	3	1	2	3	6	2	1	1	1	1	1	0	0	0	0	1	0	0	1	1	1	1	2	2	1	1	19	1400	1050	1	12	1	16	2	1	2	computer engineering
5	1	7969	1	16	5872	5	9	39053	5	15	5617	2	5	6855	4	3	6300	5	4	4058	5	17	4276	1	11	5744	5	7	2421	3	14	4811	5	2	6766	4	12	6380	1	8	4036	3	19	3070	5	6	4072	5	18	4748	1	10	5521	5	13	4023	IN	50	133	139	3	2	2	2	7	5	6	6	2	1	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	1	2	3	1	1	17	1280	720	1	8	3	17	2	1	2	
3	8	8608	4	9	6837	4	17	6560	5	11	6777	3	16	6304	3	13	7946	5	1	7351	2	19	5383	5	6	3273	4	4	7272	2	14	4792	4	3	10034	2	15	5792	2	18	4785	2	12	4640	3	7	5801	5	10	5449	5	2	4911	5	5	6184	US	52	120	70	4	1	7	3	6	5	6	2	6	2	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	4	3	2	1	36	1920	1080	1	7	1	16	1	2	2	English
2	5	6982	2	8	23991	4	11	10932	5	17	16872	4	13	4827	4	2	9740	1	16	10693	5	1	11711	4	18	3848	2	19	6003	4	10	6585	2	6	15607	5	15	5362	4	4	4923	1	9	4406	2	7	21390	3	3	11104	2	12	4840	5	14	5210	GB	6	186	152	5	7	5	3	6	6	3	5	5	2	1	1	0	1	1	0	1	1	0	0	1	0	1	1	1	1	3	2	2	2	23	1440	900	1	4	1	16	2	1	4	english
4	16	4240	2	12	5377	4	3	3395	4	9	9155	5	8	3077	2	17	3127	4	6	7554	5	2	11905	4	15	4948	5	10	4518	4	11	5997	4	5	6171	1	13	4118	2	19	3916	3	18	7490	5	14	6824	5	1	6325	4	7	4590	5	4	5801	US	26	118	121	7	3	5	2	6	1	5	2	6	3	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	3	2	1	1	30	393	786	1	6	1	16	1	2	2	Cellular biology
4	4	592	5	19	3980	4	1	1318	5	5	4929	5	14	3285	4	9	2906	2	3	4737	5	17	2918	3	15	4768	4	12	5927	4	16	6658	5	18	2827	2	13	3913	5	7	2373	1	2	1762	4	6	3373	5	11	5299	4	10	2551	5	8	2866	AU	2341	87	192	1	7	6	1	7	7	1	2	7	2	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	4	3	1	1	25	1920	1080	1	4	1	16	2	1	3	Laws; mathematics; Asian language
4	11	483	2	18	4304	4	1	561	3	17	11245	2	13	3484	2	7	596	3	10	8092	4	8	452	4	2	3989	4	19	5239	2	9	2950	4	16	6065	3	12	3551	4	3	3266	2	14	8633	2	4	6374	3	6	8973	1	5	730	2	15	7428	TR	49	124	82	6	3	6	2	6	2	7	3	5	2	1	0	0	1	0	0	1	1	0	1	0	0	0	1	1	1	2	3	2	2	20	412	732	2	10	1	17	1	1	3	Psychology
5	4	4830	5	2	8561	5	10	3142	5	9	3539	3	13	5070	2	5	4003	1	14	2910	5	3	3160	3	18	3662	2	12	9261	1	7	2538	5	15	3462	4	11	17979	4	1	5868	3	17	6596	5	19	9354	2	8	5704	5	6	7563	4	16	3724	NONE	844	112	2799	6	5	0	5	7	6	3	7	5	2	1	1	0	1	1	1	1	1	0	1	1	0	1	1	1	1	4	0	2	1	26	360	640	1	2	1	16	2	1	3	
1	5	3205	1	2	7050	1	10	5448	2	16	6309	1	9	3788	1	4	2593	2	19	15922	2	7	10342	5	11	4487	4	13	9539	1	17	3378	1	18	5533	5	12	3821	1	6	2614	5	8	3142	4	1	9831	2	14	6851	2	15	5077	1	3	2406	DE	7	112	77	1	5	5	3	6	7	5	3	6	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	4	2	1	2	23	1920	1080	1	12	4	16	2	1	2	geography
3	5	9959	1	14	5200	4	4	16619	1	15	17947	1	12	8801	1	6	4393	3	19	12485	5	3	14195	4	16	4636	2	2	11399	1	10	5155	5	1	10556	4	7	5700	4	17	4997	5	9	7649	1	13	7591	3	18	21703	5	8	7645	3	11	5493	US	11	183	84	1	5	4	5	6	7	3	5	3	3	1	1	0	1	1	0	1	1	0	1	1	0	1	1	1	1	3	1	1	1	34	1920	1080	1	1	1	16	1	2	1	sociology
1	9	3476	1	4	2669	3	5	4921	1	1	5852	1	3	4076	1	10	2905	4	15	8616	5	7	9007	5	19	2566	2	2	7154	3	18	7112	1	16	2564	5	6	2990	4	12	3609	5	17	2747	4	8	4597	1	14	2417	1	11	5007	3	13	7788	GB	956	90	106	1	5	5	7	4	7	4	1	1	4	1	1	1	1	1	0	0	1	0	1	1	0	1	1	1	1	3	3	2	1	26	1366	768	1	1	1	16	2	1	2	Maths
3	8	5248	2	9	6869	3	3	23380	3	15	16588	3	1	947	1	4	6408	1	19	6521	2	17	6768	3	11	5407	5	10	6711	3	7	7626	5	18	9038	3	13	11505	1	16	4734	3	14	6845	4	5	7013	4	6	3879	4	2	3584	4	12	7828	US	2	179	134	3	5	6	5	6	6	6	5	6	1	1	1	0	1	1	0	0	0	0	1	0	0	0	1	1	1	2	2	2	1	19	375	667	1	4	1	17	1	1	1	Journalism 
1	12	2865	1	9	3100	4	10	3578	1	19	2906	3	15	4720	1	6	1514	4	16	4175	4	17	1014	5	14	1918	1	18	4112	1	3	3115	1	7	4241	5	11	2593	2	1	5130	5	13	2574	2	2	4164	1	5	2185	2	8	3035	1	4	1862	US	812	63	114	3	5	2	4	7	5	7	6	3	2	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	4	2	3	1	29	1440	900	1	7	5	16	1	1	3	Theology
2	16	2620	1	7	3104	3	19	3073	4	4	3681	4	2	5273	2	18	2963	5	11	3004	1	9	4133	5	3	2588	4	14	3261	2	10	3122	5	12	4091	4	5	2495	2	17	2900	5	6	2324	4	8	3884	4	15	2979	4	1	4069	4	13	3709	CA	4	64	60	2	1	6	6	5	5	6	2	2	2	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	4	1	2	1	31	1536	864	1	9	1	16	1	2	1	French
2	7	4162	1	15	4977	4	4	9610	5	19	6269	4	18	4901	1	17	2298	5	6	4502	4	13	4869	5	9	5162	2	14	5818	1	8	5234	4	3	4236	5	16	7097	1	2	7743	5	5	5344	4	1	192275	4	10	4674	3	11	3676	2	12	4767	PL	2	289	80	2	3	4	6	5	5	4	5	3	1	1	0	0	1	1	0	0	0	0	1	0	0	0	1	1	1	1	3	2	2	15	360	640	1	1	2	16	2	1	2	
5	14	5251	2	11	13051	4	4	10138	4	1	13541	3	9	7234	1	6	6474	3	15	10183	4	19	54680	4	12	5306	4	7	7247	1	10	20800	4	2	15572	2	16	7491	1	8	42491	2	5	4846	3	3	25720	4	18	6484	4	17	5642	4	13	9920	US	19	284	154	4	3	5	2	6	6	6	2	6	2	1	1	0	1	1	0	0	1	0	1	0	0	1	1	1	1	3	3	2	1	26	1366	768	1	5	1	16	1	2	5	behavioral science
4	10	6641	1	17	4261	4	6	6170	3	13	4674	5	19	2774	1	9	2615	4	14	9978	4	18	7863	4	1	4198	2	7	6202	1	16	6027	2	11	5128	2	4	6114	5	15	3842	5	12	1016	2	5	6720	1	3	2770	4	8	2307	1	2	5747	GB	979	112	89	5	3	6	5	6	5	2	5	6	4	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	3	3	1	1	24	1366	768	1	2	3	16	2	1	2	Physics
1	5	4247	1	17	4928	3	18	7148	3	15	7542	4	11	5111	1	19	3579	5	9	11500	4	8	4138	5	16	2599	1	7	4817	2	2	7553	1	3	19010	5	10	5093	3	14	4513	5	13	4607	3	6	12848	1	1	11405	3	12	5256	1	4	8905	US	846	135	117	4	5	4	6	5	5	5	4	4	2	1	1	1	1	1	0	0	1	0	1	1	0	1	1	1	1	2	2	2	1	21	1280	800	1	1	2	16	1	1	5	illustration
2	4	4119	1	5	3534	3	14	8940	5	19	3074	2	13	2972	2	3	4163	5	10	4442	3	2	11617	4	6	3492	5	18	6013	3	12	3700	4	16	3625	3	17	3946	3	11	2947	3	1	5250	4	7	7176	4	15	2981	4	8	3409	3	9	4797	US	18	90	116	6	2	5	7	6	7	6	7	5	1	1	1	1	1	1	0	0	0	0	1	1	0	1	1	1	1	3	1	2	1	23	1680	1050	1	1	5	11	2	1	4	Animation
5	17	5051	1	18	9692	1	1	14961	4	4	12353	5	2	8130	1	3	4386	2	16	9908	4	5	4037	5	14	5421	1	12	38307	2	13	15073	4	11	45642	3	8	20633	3	6	7542	5	7	9582	4	19	18900	1	15	12141	2	9	7734	2	10	7266	FR	1148	257	284	1	2	1	7	6	7	3	5	2	6	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	3	2	1	1	23	1366	768	1	2	1	16	1	1	3	physics
1	2	3370	1	12	2670	4	7	4464	4	8	1253	4	10	3336	1	15	1901	1	6	3004	1	11	1738	5	16	1682	2	13	2970	1	18	2289	4	4	2389	5	19	2568	5	5	791	5	3	2033	5	17	4373	1	9	1985	5	14	2868	1	1	3647	AU	4	60	62	2	5	1	4	7	6	6	7	5	7	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	3	2	3	1	26	1920	1080	1	1	1	16	2	1	3	International relations
2	6	7149	1	17	3592	4	12	4012	5	9	8712	5	16	3360	1	14	3153	5	19	6251	5	4	4705	5	18	3126	1	5	7408	1	13	2396	4	2	8091	2	10	4737	4	11	5303	4	15	4077	4	8	5526	4	3	8114	4	7	3837	4	1	5219	US	30	99	150	6	6	5	6	5	5	3	3	3	2	1	1	1	1	1	1	0	1	0	1	0	0	1	1	1	1	2	2	1	1	23	1440	900	1	1	3	16	1	1	1	fine arts 3d fibers
1	12	3980	1	5	3111	3	13	4104	4	17	5441	2	4	3366	1	14	3502	3	3	6863	1	2	7191	5	16	2496	1	15	3983	1	7	4307	4	11	4509	5	9	4165	2	1	4751	5	10	2474	3	18	4981	2	6	2584	3	8	3350	1	19	3648	US	215	83	138	3	5	0	6	6	7	5	3	6	5	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	0	3	1	3	1	20	1280	800	1	1	5	16	1	1	6	Computer Science
2	9	3150	4	6	2806	4	11	4236	1	15	6199	1	17	4267	1	14	2829	4	5	3836	2	12	820	5	19	9503	2	8	11965	2	18	4197	4	16	6572	4	1	1170	5	10	2868	5	4	3029	4	7	6598	4	13	14271	1	2	4169	2	3	7272	US	2	125	153	2	6	2	7	7	7	7	6	3	1	1	1	1	1	1	0	0	1	0	1	0	0	1	1	1	1	2	3	2	1	26	414	736	1	1	1	17	2	1	4	Sociology
3	12	6790	2	7	3455	3	10	6124	5	14	12354	5	15	4313	1	18	6962	5	5	8388	4	9	4807	5	13	6143	3	6	10976	2	8	15589	4	1	6293	4	4	6856	5	11	4772	5	3	3646	4	16	3928	3	17	7018	5	2	4863	4	19	3505	US	5	127	98	2	5	5	6	6	7	5	5	3	2	1	0	1	1	1	0	0	1	0	1	0	0	1	1	1	1	3	2	1	1	25	1280	800	1	1	3	16	1	1	2	philosophy
5	5	5492	2	13	11935	1	2	21652	5	3	11966	5	11	4677	5	12	4138	5	8	8772	4	4	7264	5	18	5473	5	14	5266	5	6	5041	5	10	6509	4	17	4915	4	16	4532	4	19	4171	5	1	12921	5	7	4427	5	15	11946	5	9	4642	LK	56	147	288	7	1	7	1	7	7	6	1	7	1	1	1	0	1	1	0	0	1	1	1	0	1	1	1	1	1	3	3	2	1	20	1366	768	1	10	1	12	1	1	3	Software Engineering
4	10	15339	1	1	9221	4	7	7879	4	9	29444	5	17	14910	2	16	7791	5	5	9139	5	11	8590	3	6	12308	4	4	12136	4	8	8816	5	19	9632	2	3	10035	1	14	4012	1	13	14227	5	15	19978	5	18	25144	4	12	5169	4	2	28180	PH	133	318	219	6	2	7	1	7	1	6	2	6	5	1	1	0	1	1	1	0	0	0	1	0	0	0	0	1	1	3	3	2	2	34	1366	768	1	7	1	11	1	2	2	Computer Engineering
4	15	42701	5	5	20221	5	8	21063	5	19	37663	5	7	54398	5	16	45588	5	10	75090	5	6	33730	3	4	70628	5	9	24290	5	11	15856	5	14	50540	1	13	20176	1	2	27278	1	12	25098	1	3	74691	5	17	22207	5	18	19139	5	1	41135	BD	61	725	1965	7	1	7	2	3	7	7	1	7	1	1	0	1	1	1	0	1	1	0	1	1	0	1	1	1	1	4	1	1	1	29	1366	768	1	10	1	11	1	2	1	Computer Engineering
2	7	3154	2	9	3268	2	8	4941	4	14	3432	4	11	3331	2	18	3279	5	4	4649	1	10	2647	3	12	2993	4	19	2613	4	2	4319	1	6	3032	2	5	2634	5	1	3222	2	16	3082	4	3	3573	3	15	3144	4	13	2160	4	17	4377	US	43	65	96	2	6	7	6	3	7	2	1	3	5	1	1	0	1	1	0	0	0	0	1	1	0	1	1	1	1	3	2	2	1	39	1138	640	1	4	4	16	1	1	3	Education
5	9	4782	2	16	4567	4	2	9848	5	8	5782	3	19	5334	4	14	7164	5	4	4782	2	12	3947	5	3	4434	4	6	3768	3	7	5818	3	13	4535	3	18	4567	5	17	3831	4	5	5382	4	1	8722	5	10	3914	4	15	4357	5	11	2617	GB	6	98	163	2	5	6	2	5	3	7	5	3	7	1	1	1	1	1	0	1	0	0	1	0	0	1	1	1	1	3	1	2	1	53	1366	768	1	2	1	16	2	2	9	Homeopathy
5	10	6232	4	12	16095	5	13	5505	5	19	11847	5	4	6687	4	8	7302	5	14	6942	4	7	10329	4	17	9046	5	15	6386	2	11	6743	5	5	8088	1	1	5486	1	16	11779	1	9	23687	5	6	17447	5	18	7120	5	2	13466	2	3	10211	IN	16	207	285	6	1	7	5	6	6	6	1	7	2	1	1	0	1	1	0	0	0	0	1	0	0	0	0	1	1	4	2	2	1	35	1366	768	1	8	1	11	1	3	4	Political Science
2	13	2764	1	10	3008	2	6	3740	2	14	4950	2	15	2629	1	1	2684	4	11	4540	2	4	3077	5	7	3044	3	12	6217	1	19	2412	2	18	6644	5	8	4576	4	17	3361	5	2	5746	2	9	4667	1	16	3410	3	5	2260	1	3	2922	US	355	74	411	1	1	6	7	2	6	7	1	5	5	1	1	0	1	1	0	0	1	0	1	1	0	1	1	1	1	3	2	2	0	24	1366	768	1	2	2	16	1	1	4	Marketing
4	16	4987	1	18	5784	1	4	5504	4	11	4303	1	7	5353	1	6	4978	1	8	4120	4	5	5506	5	12	2991	3	2	8764	1	9	4565	4	17	4462	5	1	4287	5	14	1000	5	10	2947	4	15	7784	3	3	4304	2	13	4817	1	19	2893	GB	1	111	136	3	5	5	5	6	3	7	3	4	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	2	2	1	1	58	768	1024	1	1	3	16	2	2	2	
4	1	7171	4	17	7066	5	9	4931	5	13	6237	5	8	6334	4	11	6175	5	18	5593	1	10	9158	2	15	7075	5	4	6382	5	6	6177	1	5	9281	1	19	3775	3	14	6308	2	7	27851	5	12	5750	5	2	7563	5	16	4200	5	3	6431	US	68	205	323	3	2	7	5	5	5	6	1	7	2	1	1	1	1	1	0	1	0	0	1	0	1	1	1	1	1	4	2	1	1	62	320	568	1	6	1	16	1	2	2	Electrcal engineering
3	15	5671	5	19	5945	5	4	4828	4	11	19854	5	1	5515	3	5	5257	4	7	1847009	4	17	7120	3	12	10601	5	16	12408	4	18	4367	5	6	5089	1	8	6847	4	13	11471	3	14	5712	5	2	5727	5	9	5023	5	10	3648	4	3	8609	US	9	1981	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	2	1	32	1920	1080	1	6	1	16	2	1	2	Biology
2	3	3922	1	11	4197	3	7	3838	5	16	3640	4	9	2584	2	2	6683	4	18	6845	2	14	3667	5	4	3087	4	15	4135	3	19	2903	1	17	4552	2	1	4378	5	5	4362	5	13	2750	5	8	4068	4	12	7666	4	6	3784	4	10	4694	US	6895	82	76	5	5	5	5	5	5	6	5	5	2	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	3	2	3	1	22	1536	864	1	2	5	16	1	1	2	Biology, Mathmatics
5	1	14657	1	7	5007	5	9	4333	5	13	3391	5	15	4350	2	16	7339	5	2	4610	5	14	7121	5	17	6435	5	18	7287	5	4	5659	4	11	7293	1	10	7418	5	3	3535	5	6	7440	5	8	6245	5	5	4104	4	12	6471	3	19	20193	IE	359	385	242	7	6	7	1	7	1	6	3	7	1	1	1	0	1	1	1	0	0	0	1	0	0	1	1	1	1	3	2	1	1	30	412	869	1	6	1	16	1	1	3	Science
1	19	3338	1	10	2554	2	4	3426	5	2	8447	3	17	4880	2	18	2207	4	16	4274	4	12	7909	5	6	3573	4	3	5583	3	8	6574	2	5	7043	2	11	11026	2	14	9261	5	15	5014	4	13	3898	5	9	4609	2	7	2288	4	1	8655	IE	35	105	254	7	3	5	4	6	4	7	6	6	1	1	1	1	1	1	0	1	0	0	1	1	0	1	1	1	1	4	3	2	1	34	360	640	1	6	2	16	1	2	3	Nursing
4	2	11604	1	16	8030	5	19	8088	5	5	8391	2	14	8019	1	10	6810	2	9	10178	4	7	5841	4	12	3013	4	3	6805	4	1	7802	4	4	7830	1	15	8574	4	17	7220	5	13	1596	4	8	10743	4	11	8721	4	6	4319	2	18	10137	IE	64	171	389	4	1	6	1	7	4	6	5	7	1	1	1	0	1	1	0	0	1	0	1	0	0	1	1	1	1	4	2	1	1	35	414	803	2	1	1	16	1	2	3	Physics
1	12	3937	1	19	4344	3	3	5386	5	17	5307	3	10	4829	1	4	4022	1	6	4185	1	1	5737	5	14	2961	5	18	3270	1	8	3748	3	15	4181	5	11	3566	4	2	10523	5	7	4126	5	9	5392	2	16	7145	2	5	6328	1	13	2751	IE	13	93	150	7	2	7	1	7	1	7	4	7	3	1	1	1	1	1	0	1	0	0	1	1	0	1	1	1	1	4	1	2	1	62	360	640	2	6	1	16	2	2	4	Geography 
1	8	1109	1	3	4998	5	19	5968	5	16	5038	3	13	6269	3	1	4053	5	12	5858	4	9	5202	5	15	233	4	5	3556	1	7	6033	3	18	9652	5	10	3591	5	2	3529	5	11	3688	3	4	7441	4	17	5331	5	14	4115	4	6	3501	US	4	89	136	5	6	6	6	6	5	4	5	4	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	4	1	2	1	50	1536	864	1	2	2	16	1	2	2	history
1	10	3824	1	8	2968	4	13	6600	2	6	6311	2	16	3104	1	1	4612	4	4	6928	5	14	2650	5	2	3759	2	5	4753	1	9	3696	1	18	3984	5	19	3112	1	3	5304	5	17	2808	4	11	6752	4	15	3806	5	12	3192	2	7	4256	AU	148	83	116	2	6	5	7	6	7	6	6	3	3	1	1	1	1	1	0	0	1	0	1	1	0	1	1	1	1	3	3	2	1	31	1920	1080	1	1	2	16	2	1	2	Microbiology
4	15	5431	1	13	5392	5	3	7223	4	2	10629	5	12	4715	1	9	3720	3	8	2121	5	17	6633	3	7	4959	5	1	10775	3	4	5867	4	10	8430	2	11	13325	5	16	3221	4	6	4261	5	14	9037	3	5	10618	3	19	5775	4	18	6389	PL	14	134	147	5	7	6	3	7	5	7	5	6	1	1	1	0	1	0	0	0	0	0	1	0	0	0	1	1	1	2	1	1	2	21	360	692	2	4	2	16	1	1	3	Chemical engineering 
1	1	63399	2	10	1530	3	8	9243	5	12	9166	3	15	9202	1	13	6536	3	7	12571	1	3	12536	5	2	11545	5	16	8324	1	14	5388	4	6	1594	1	4	14512	1	19	8720	1	5	12676	2	11	10644	5	9	7320	5	18	7074	1	17	7212	AU	112	357	429	5	5	6	6	6	3	7	1	6	1	1	1	0	1	1	0	0	1	0	1	1	0	1	1	1	1	4	2	2	1	34	1280	720	1	1	1	16	2	2	3	theatre
3	4	20855	2	1	19654	5	8	10182	5	3	20959	5	17	6664	5	12	11561	1	5	16833	5	14	6168	5	9	5609	5	13	6063	5	11	11384	5	16	14327	1	15	4816	2	18	9265	4	2	13438	5	6	10110	5	19	5679	1	10	8383	5	7	1434	RU	18	204	307	7	3	7	1	7	5	5	3	7	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	3	1	2	30	1280	800	2	10	1	16	2	1	9	Computer Science
5	15	3648	2	16	3447	5	19	5195	5	9	8195	5	2	5773	2	17	4647	4	1	7162	4	13	5837	4	12	8257	3	18	9664	2	6	4398	5	10	7109	2	8	4921	1	3	3390	4	7	7157	5	5	4054	4	4	4220	4	11	3618	5	14	4857	US	612	105	130	2	1	7	3	7	6	7	1	6	5	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	4	1	2	1	31	1920	1080	1	1	1	16	1	2	2	Music
2	18	5571	3	16	14347	4	1	6664	1	19	6064	1	14	8764	1	17	3407	5	10	20515	5	9	5571	3	12	3798	5	15	5889	1	6	4363	4	2	4876	2	13	2987	1	7	2992	3	5	4294	5	4	4006	5	8	6714	1	11	9338	2	3	6189	US	81143	126	73	1	7	7	7	6	7	7	1	7	1	1	1	0	1	1	0	0	0	1	1	0	0	1	1	1	1	1	2	1	1	14	1280	854	1	4	1	11	2	1	3	
3	10	8732	1	2	34600	4	11	4214	5	5	12724	4	3	9922	2	7	4403	5	15	16069	3	12	15256	3	17	10095	4	6	11825	3	13	10449	5	18	10102	4	14	8667	4	4	4641	2	1	20799	5	19	8692	3	9	13103	4	16	5520	4	8	16790	GB	38	227	87	6	4	3	2	6	5	0	5	6	1	1	1	1	1	1	0	0	1	0	1	0	0	1	1	1	1	3	3	3	1	23	360	748	1	7	2	16	2	1	4	Biology
